Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissement
300152;ADM;ABIEN;0;14;11;13;13;14;16;13;16;10;;15;211;F;16;LYCEE AFEYE-KPOTA
300153;AJ;;0;9;9;6;14;8;12;10;8;10;;13;146;M;17;LYCEE AFEYE-KPOTA
300154;AJ;;0;5;10;6;13;8;14;6;12;11;9;;144;F;15;CEG-A/ENS ATAKPAME
300155;ADM;PASS;0;14;12;9;16;8;16;6;16;10;;12;182;F;14;LYCEE AFEYE-KPOTA
300156;AJ;;0;6;11;3;13;6;13;7;14;14;;15;149;M;21;LYCEE AFEYE-KPOTA
300157;ADM;PASS;0;9;10;7;16;9;17;9;14;13;11;;177;F;18;CEG-A/ENS ATAKPAME
300158;AJ;;0;4;10;4;10;9;8;4;12;15;;13;126;M;17;LYCEE AFEYE-KPOTA
300159;AJ;;0;12;10;9;8;7;8;7;13;10;;13;139;M;14;LYCEE AFEYE-KPOTA
300160;ADM;PASS;0;7;8;7;17;10;18;15;12;10;11;;182;M;17;CEG-A/ENS ATAKPAME
300161;AJ;;0;2;10;1;7;5;9;4;11;10;0;14;100;M;22;LYCEE AFEYE-KPOTA
300162;ADM;BIEN;9;18;11;17;19;12;12;12;16;10;;15;230;M;16;CEG-A/ENS ATAKPAME
300163;AJ;;0;6;9;5;7;7;8;6;8;12;;13;111;F;14;LYCEE AFEYE-KPOTA
300164;ADM;PASS;0;10;9;10;15;6;14;11;11;13;11;;166;M;20;LYCEE AFEYE-KPOTA
300165;AJ;;0;4;9;2;11;7;9;5;11;12;0;;114;M;22;LYCEE AFEYE-KPOTA
300166;ADM;ABIEN;0;10;11;10;19;8;19;14;11;11;15;;200;M;15;CEG-A/ENS ATAKPAME
300167;ADM;PASS;0;10;11;10;15;8;16;6;15;13;11;;176;F;15;CEG-A/ENS ATAKPAME
300168;ADM;PASS;0;7;11;8;12;3;17;10;13;10;;15;160;F;18;LYCEE AFEYE-KPOTA
300169;ADM;PASS;1;10;12;3;13;8;14;6;14;15;;14;160;M;19;LYCEE AFEYE-KPOTA
300170;ADM;PASS;1;8;11;8;13;6;12;12;13;11;9;;160;F;15;CEG-A/ENS ATAKPAME
300171;ADM;PASS;0;10;11;7;18;11;13;12;13;10;11;;181;F;16;CEG-A/ENS ATAKPAME
300172;ADM;PASS;1;3;9;12;14;7;14;12;9;12;;11;161;M;24;LYCEE AFEYE-KPOTA
300173;AJ;;0;4;10;2;13;6;11;4;9;10;;11;115;M;21;LYCEE AFEYE-KPOTA
300174;ADM;PASS;1;10;10;9;11;9;17;9;9;11;;11;161;M;16;LYCEE AFEYE-KPOTA
300175;AJ;;0;7;9;5;10;8;11;3;14;10;;14;131;M;17;LYCEE AFEYE-KPOTA
300176;ADM;ABIEN;0;9;13;15;15;8;17;16;12;0;13;;204;F;14;CEG-A/ENS ATAKPAME
300177;AJ;;0;4;9;3;11;8;13;5;12;11;;14;131;F;17;LYCEE AFEYE-KPOTA
300178;ADM;ABIEN;0;14;11;16;14;10;17;17;8;10;13;;203;M;14;CEG-A/ENS ATAKPAME
300179;AJ;;0;5;9;5;13;6;12;3;9;14;;14;127;F;18;LYCEE AFEYE-KPOTA
300180;ADM;BIEN;13;17;11;18;18;13;17;17;16;10;15;;255;F;14;CEG-A/ENS ATAKPAME
300181;ADM;PASS;0;9;10;8;13;11;14;8;14;14;15;;174;M;20;LYCEE AFEYE-KPOTA
300182;ADM;PASS;0;7;10;6;14;10;14;9;15;10;;11;164;M;19;LYCEE AFEYE-KPOTA
300183;AJ;;0;4;8;5;10;8;14;6;15;14;;8;140;M;17;LYCEE AFEYE-KPOTA
300184;ADM;PASS;0;10;11;6;15;10;10;8;17;12;12;;168;M;14;CEG-A/ENS ATAKPAME
300185;AJ;;0;3;9;4;11;8;12;6;11;10;8;;125;F;22;LYCEE AFEYE-KPOTA
300186;ADM;PASS;15;9;10;8;14;8;13;13;14;10;15;;189;M;14;CEG-A/ENS ATAKPAME
300187;ADM;BIEN;0;17;9;14;18;16;19;19;19;10;15;;250;M;15;CEG-A/ENS ATAKPAME
300188;ADM;PASS;1;7;9;7;11;12;10;12;15;10;11;;161;M;21;LYCEE AFEYE-KPOTA
300189;ADM;BIEN;7;15;8;17;19;11;17;17;17;11;15;;240;F;14;CEG-A/ENS ATAKPAME
300190;AJ;;0;4;8;4;10;6;11;5;13;10;;13;121;F;16;LYCEE AFEYE-KPOTA
300191;AJ;;0;7;8;9;8;7;5;6;12;14;;12;123;F;18;LYCEE AFEYE-KPOTA
300192;AJ;;0;3;8;3;9;5;7;4;8;10;;7;91;F;15;LYCEE AFEYE-KPOTA
300193;AJ;;0;1;12;4;12;5;8;6;10;10;;6;115;M;24;LYCEE AFEYE-KPOTA
300194;AJ;;0;4;8;6;12;7;14;10;11;15;;8;145;M;21;LYCEE AFEYE-KPOTA
300195;AJ;;5;12;8;5;14;10;9;4;12;10;15;;146;F;13;CEG-A/ENS ATAKPAME
300196;ADM;PASS;0;12;8;8;13;10;12;11;13;10;11;;163;M;15;CEG-A/ENS ATAKPAME
300197;AJ;;0;5;8;4;12;6;10;7;12;10;;11;124;F;16;LYCEE AFEYE-KPOTA
300198;ADM;TBIEN;13;18;11;17;18;14;20;19;16;11;15;;267;M;14;CEG-A/ENS ATAKPAME
300199;ADM;PASS;0;6;8;8;14;10;14;9;12;12;;13;161;F;18;LYCEE AFEYE-KPOTA
300200;ADM;PASS;0;15;9;8;12;7;15;7;16;13;;12;168;M;17;LYCEE AFEYE-KPOTA
300201;AJ;;0;10;9;2;10;7;12;3;14;13;11;;128;F;20;LYCEE AFEYE-KPOTA
300202;AJ;;0;2;8;2;7;2;5;3;4;10;2;;64;M;16;LYCEE AFEYE-KPOTA
300203;ADM;ABIEN;9;12;11;10;16;12;19;15;16;10;13;;222;M;13;CEG-A/ENS ATAKPAME
300204;AJ;;0;3;8;7;10;8;11;11;8;12;;11;132;M;15;LYCEE AFEYE-KPOTA
300205;AJ;;0;2;9;3;12;7;10;8;10;10;;11;121;M;20;LYCEE AFEYE-KPOTA
300206;AJ;;0;3;6;8;18;7;11;11;10;14;;11;150;M;19;LYCEE AFEYE-KPOTA
300207;AJ;;0;8;9;6;18;10;9;8;10;10;5;;148;F;15;CEG-A/ENS ATAKPAME
300208;ADM;PASS;1;10;11;4;18;11;10;4;15;10;13;;160;M;16;CEG-A/ENS ATAKPAME
300209;ADM;PASS;0;9;8;12;17;12;11;13;15;10;14;;189;M;17;CEG-A/ENS ATAKPAME
300210;AJ;;0;5;6;3;11;5;9;4;7;11;5;;96;M;17;LYCEE AFEYE-KPOTA
300211;ADM;PASS;1;8;10;10;13;8;10;10;13;13;;11;161;F;17;LYCEE AFEYE-KPOTA
300212;ADM;ABIEN;0;13;12;15;17;9;17;19;13;10;14;;221;M;13;CEG-A/ENS ATAKPAME
300213;AJ;;0;2;5;3;2;3;5;3;6;13;;2;59;M;20;LYCEE AFEYE-KPOTA
300214;ADM;ABIEN;0;11;15;10;15;10;18;13;14;14;13;;208;M;15;CEG-A/ENS ATAKPAME
300215;ADM;PASS;2;10;11;2;17;12;12;8;11;13;12;;163;M;18;CEG-A/ENS ATAKPAME
300216;ADM;PASS;0;10;11;3;19;8;16;7;11;10;;15;165;F;16;LYCEE AFEYE-KPOTA
300217;AJ;;0;2;10;3;13;4;12;7;10;12;14;;126;M;19;CEG-A/ENS ATAKPAME
300218;ADM;PASS;0;9;11;8;18;8;16;8;12;12;13;;176;F;15;CEG-A/ENS ATAKPAME
300219;ADM;PASS;0;10;8;5;17;9;13;7;15;15;;12;165;F;20;LYCEE AFEYE-KPOTA
300220;ADM;PASS;1;7;10;8;14;9;10;12;12;12;;5;160;M;19;LYCEE AFEYE-KPOTA
300221;ADM;PASS;0;10;9;9;15;12;12;13;19;10;;7;188;M;19;LYCEE AFEYE-KPOTA
300222;ADM;PASS;3;10;11;5;15;16;10;5;11;10;12;;161;F;14;CEG-A/ENS ATAKPAME
300223;ADM;BIEN;1;15;15;16;19;11;18;20;15;10;15;;249;M;14;CEG-A/ENS ATAKPAME
300224;ADM;ABIEN;2;11;12;11;18;15;15;15;16;10;11;;218;M;15;LYCEE AFEYE-KPOTA
300225;ADM;PASS;0;10;10;9;14;8;13;14;13;10;13;;175;F;14;CEG-A/ENS ATAKPAME
300226;ADM;BIEN;10;14;12;11;19;12;18;12;16;10;13;;227;M;15;LYCEE AFEYE-KPOTA
300227;ADM;PASS;1;7;9;2;18;10;15;8;12;14;;8;160;M;21;LYCEE AFEYE-KPOTA
300228;ADM;ABIEN;0;14;11;10;18;9;16;12;12;15;;11;196;F;18;LYCEE AFEYE-KPOTA
300229;AJ;;0;6;6;2;8;5;9;5;11;10;;8;98;F;18;LYCEE AFEYE-KPOTA
300230;ADM;PASS;0;8;8;7;17;7;15;11;14;15;12;;173;F;18;LYCEE AFEYE-KPOTA
300231;ADM;PASS;0;14;10;8;17;11;15;12;9;11;14;;183;M;15;LYCEE AFEYE-KPOTA
300232;AJ;;0;7;10;6;14;10;14;9;6;11;12;;148;M;19;LYCEE AFEYE-KPOTA
300233;ADM;PASS;0;12;11;2;17;16;16;9;15;0;14;;188;M;18;LYCEE AFEYE-KPOTA
300234;AJ;;0;4;13;7;14;7;7;5;12;10;8;;134;F;18;CEG-A/ENS ATAKPAME
300235;AJ;;0;6;8;5;6;3;4;7;7;11;;2;87;F;16;LYCEE AFEYE-KPOTA
300246;ADM;ABIEN;0;12;12;16;15;13;17;16;15;10;7;;220;F;15;CEG-A/ENS ATAKPAME
300247;AJ;;0;4;10;2;11;8;8;7;12;11;11;;122;M;15;LYCEE AFEYE-KPOTA
300248;AJ;;0;3;10;8;13;6;15;10;11;10;;11;150;M;15;LYCEE AFEYE-KPOTA
300249;AJ;;0;7;9;3;15;8;12;6;9;10;;14;135;M;16;LYCEE AFEYE-KPOTA
300250;ADM;PASS;0;10;10;3;18;13;11;8;13;15;0;15;172;M;16;LYCEE AFEYE-KPOTA
300251;ADM;BIEN;6;14;11;16;20;11;17;18;15;10;15;;241;M;18;CEG-A/ENS ATAKPAME
300252;ADM;PASS;0;7;10;2;15;13;14;9;14;11;;14;166;F;22;LYCEE AFEYE-KPOTA
300253;ADM;PASS;1;8;9;8;13;13;12;5;13;11;;15;161;F;15;LYCEE AFEYE-KPOTA
300254;AJ;;0;1;8;6;15;12;11;9;11;13;;12;150;M;22;LYCEE AFEYE-KPOTA
300255;ADM;PASS;0;8;9;5;17;10;16;8;15;12;;15;175;F;19;LYCEE AFEYE-KPOTA
300256;ADM;ABIEN;1;10;12;9;17;12;17;14;14;11;15;;207;M;16;LYCEE AFEYE-KPOTA
300257;ADM;PASS;0;11;8;9;17;11;16;11;10;10;15;;180;M;18;LYCEE AFEYE-KPOTA
300258;ADM;PASS;0;9;8;6;15;5;17;11;15;10;9;;163;F;16;CEG-A/ENS ATAKPAME
300259;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;17;LYCEE AFEYE-KPOTA
300260;ADM;PASS;1;7;10;2;16;12;12;6;16;10;15;;161;M;15;LYCEE AFEYE-KPOTA
300261;ADM;PASS;0;7;12;6;18;13;14;7;17;10;13;;184;M;17;CEG-A/ENS ATAKPAME
300262;ADM;PASS;0;3;11;8;14;13;16;9;16;11;14;;182;F;19;LYCEE AFEYE-KPOTA
